text;label;my_label
осуществлять архивирование приходных документов требования;0;0
уверенный пользователь пк владение пакетом ms office электронной почтой;0;0
опыт работы в сфере торговлисклада будет преимуществом;0;0
осуществление контроля за соблюдением требований нормативных правовых актов и локальных нормативных актов по охране труда правильностью применения средств индивидуальной защиты проведением профилактической работы по предупреждению несчастных случаев на производстве и профессиональных заболеваний выполнением мероприятий направленных на создание безопасных условий труда;0;0
контроль проведения обучения работников безопасным методам и приемам труда инструктажей по охране труда и стажировок;0;0
осуществление проверки знаний работников требований охраны труда;0;0
осуществлять вселение и выселение жильцов;0;0
следить за исправностью работой электросети водопровода канализации;0;0
своевременно оформлять заявки на устранение неисправности;0;0
контролировать соблюдение чистоты в местах общего пользования выполнение правил противопожарной безопасности;0;0
разрешать конфликтные ситуации возникшие между жильцами;0;0
мытье посуды ;0;0
чистка овощей;0;0
уборка вагонгородка ;0;0
стирка постельного белья и рабочей одежды;0;0
работа на строящихся объектах в г ноябрьск;0;0
осуществлять руководство производственнохозяйственной деятельностью участка;0;0
выполнение производственных заданий по вводу объектов в эксплуатацию в установленные сроки;0;0
обеспечение объекта строительными машинами транспортом средства механизации материалами конструкциями деталями инструментом и обеспечивать их эффективное использование;0;0
взаимодействие с представителями заказчика по текущим вопросам;0;0
ведение учета выполненных работ оформление технической документации;1;1
выявление потребностей покупателя подбор объекта;0;1
консультирование клиентов по телефону онлайн и в офисе продаж;1;1
проведение встреч в офисе и на объекте;0;0
презентация жилых комплексов показ квартир ;0;0
выполнение плана продаж;0;0
работа с входящим потоком лидов;0;0
взаимодействие с партнерским каналом ;0;0
подготовка и подписание договоров;0;0
ведение базы покупателей в crmсистеме;0;1
консультирование по ипотечным программам;0;1
работа с дебиторской задолженностью;0;0
уход за животными проходящими лечение в стационаре;0;0
помощь доктору орит;0;0
выполнение погрузочных и разгрузочных работ;0;0
техническое обслуживание автопогрузчика ;0;0
заправка автопогрузчика горючими и смазочными материалами;0;0
перевозка загрузкаразгрузка и затарка объектов строительными материалами;0;0
ведение отчетности;1;1
управление пожарным автомобилем;0;0
обеспечение пожарной безопасности предприятий газоперерабатывающей отрасли;0;0
осуществление приема и размещения перекачивание отпуск и хранение гсм исполнение производственных заданий которые поставлены перед участком в соответствии с установленным планом ведение организационно распорядительных документов методических и нормативных материалов;0;0
производить замер остатков гсм;0;0
полностью соблюдать технические требования которые предъявляются к процессу отпуска приема и хранения гсм;0;0
операционная деятельность ;0;0
ведение соцсетей;0;1
организация подготовка и проведение мероприятий;0;0
подготовка презентаций выступлений;0;0
организация и обеспечение бесперебойной работы собственного транспорта предприятия организация работы водителей экспедиторов предприятия ;0;0
работа с транспортными компаниями вызов тк работа с менеджеров;0;0
поиск новых перевозчиков договорная работа;0;0
взаимодействие со смежными отделами предприятия;0;0
работа в программе с ка;0;0
встречать гостей компетентно и доброжелательно;0;0
оперативно и аккуратно производить оформление документов и расчет гостей;0;0
решать все возникающие у гостя проблемы своими силами и силами других служб;0;0
заботиться о том чтобы пребывание гостей в отеле было комфортным;0;0
договорная работа ;0;1
сбор заказов в тележку при помощи терминала тсд;0;0
доставка уже упакованных заказов в зону выгрузки;0;0
ведение договорной работы разработка анализ экспертиза согласование договоров протоколов разногласий;1;1
ведение претензионной работы;0;1
представление интересов компании в судах арбитражных судах фссп и иных государственных органах и учреждениях;0;0
получать проверять и выдавать спецодежду спецобувь санитарную одежду съемный инвентарь вести учет и контроль за правильным использованием спецодежды белья и тд оформлять установленную документацию осуществлять другие функции в соответствии с должностной инструкцией;0;0
работа с застройщиками региона;0;0
продвижение ипотечных продуктов;0;0
заключение и сопровождение ипотечных сделок;0;0
согласование и контроль заявок на оплату;1;1
составление бдр бддс;0;0
работа с денежными лимитами;0;1
анализ затрат доходов;0;1
расчет окупаемости ос;0;1
перемещение сырья материалов готовой продукции внутри склада;0;0
комплектация товаров сырья готовой продукции;0;0
маркировка сырья;0;0
сбор готовой продукции подготовка к отгрузке;0;0
иные поручения непосредственного руководителя;0;0
выполнение различных видов подсобных работ обеспечение выполнения планового задания по объму производства номенклатуре и ассортименту готовой продукциивыполнение работ по приемке и сдачи смены уборке рабочего места контроль санитарного состояния производственных помещений оборудования и инвентаря;0;0
работа в швейном цехе на профессиональном оборудовании;0;0
кладка плитки;0;0
снятие фаски с плитки;0;0
водителькурьер забирает собранные заказы из магазина и отвозит клиентам;0;0
формирование контроль и анализ исполнения бюджета расходов на персонал;0;0
анализ эффективности организационной структуры и численности ведение шр;0;1
осуществление контроля соблюдения штатной дисциплины;0;0
контроль исполнения пересмотров и индексаций заработных плат;0;0
подготовка системы ежегодного премирования по kpi и прочих систем премирования подведение итогов;0;0
участие в разработке и анализе систем оплаты труда дополнительных компенсаций и льгот;0;0
мониторинг рынка труда и заработных плат участие в обзорах заработных плат;0;0
разработка графиков работы;0;0
образование высшее образование неоконченное высшее также студенты последних курсов уверенное знание html css знание различных cms систем администрирования умение работать с графическими редакторами опыт копирайтинга ответственность исполнительность аккуратность аналогичный опыт работы от х лет реальный опыт взаимодействия с ии опыт работы от х лет администратора сайтаконтентменеджера опыт с битриксс crm html и css будет преимуществом понимание seo и умение применять успешный опыт реализации рекламных кампаний таких как яндекс директ и google adwords опыт работы с вебдизайнерами уверенные знания excel опыт аналогичной работы от года опыт работы с фоторедакторами;0;0
проведение регламентных работ и техобслуживания на базовых станциях по заявкам заказчика;0;0
проведение аварийновосстановительных работ антеннофидерного тракта бс и радиорелейных линий антеннофидерных устройств в тч с подъмом на высоту ;0;0
обеспечение планового и аварийного электроснабжения бс;0;0
проведение оптимизации азимутов и углов наклона секторных антенн бс;0;0
монтаж настройка оборудования бс ррл электропитающих устройств охраннопожарной сигнализации и тд;0;0
замена блоков оборудования бс ррл эпу опс и тд;0;0
работа с покупателями;0;1
работа с кассой;0;0
развеска и приемка товара;0;0
ответственность за порядком в зале и на рабочем месте;0;0
прием доставляемых новых автомобилей;0;0
проведение предпродажной подготовки на новые автомобили и бу;0;0
техническая подготовка автомобилей к выдаче покупателям;0;0
контроль чистоты уборка автомобилей размещенных в шоу руме;0;0
физическая выносливость трудолюбие;0;0
опыт работы в районе крайнего севера вахтовым методом будет преимуществом;0;0
упаковка готовой продукции работа на конвейере;0;0
работа в теплом помещении;0;0
оформление результатов экспертизы промышленной безопасности обработка оперативной информации участие в работе по выявлению дефектов на опасных производственных объектах с использованием расчетных методов;0;1
выполнение погрузочноразгрузочных работ работ по перемещению грузов с использованием простейших приспособлений и механизмов на обслуживаемом объекте;0;0
осуществление очистки от мусора подвижного состава после произведенной выгрузки грузов;0;0
осуществлять погрузкувыгрузку материальных ценностей на месте назначения при выполнении централизованных диспетчерских перевозок;0;0
обеспечивать сохранность инструмента погрузочноразгрузочных приспособлений средств транспортировки и их правильную эксплуатацию;0;0
прием заказов консультирование по меню гостей бистро;0;1
приготовление напитков согласно технологическим картам;0;0
работа с кассой;0;0
поддержание чистоты на рабочем месте соблюдение санитарных норм;0;0
ремонт и техническое обслуживание автопоездов тонар ;0;0
предрейсовый осмотр техники;0;0
шиномонтажные работы;0;0
ремонт неисправных агрегатов;0;0
ремонт электрооборудования грузового автотранспорта;0;0
консультация по ассортименту алкогольная продукция;0;1
помощь в примке продукции;0;0
выкладка товара мерчендайзинг;0;0
работа на кассе;0;0
проведение инвентаризации;0;0
поддержание порядка в торговом зале;0;0
проведение дегустации;0;0
контроль за своевременным совершением платежей в соответствии с договорными обязательствами составление ежедневных реестров платежей формирование сводного отчта за месяц;0;0
составление статистической отчтности;0;0
выполнение поручений начальника финансового отдела работа с контрагентами первичная обработка данных для составления ежемесячной управленческой отчтности работа в с ;0;0
подготовка первичной документации для согласования платежей в банк;0;1
репортажная и постановочная фотосъмка в основном работа на мероприятиях ;0;0
обработка фотографий;0;1
формирование архива фотографий;0;1
съемка и монтаж видеоконтента репортажи имиджевые ролики интервью подкасты видеообращения рекламный видеоконтент отчетные видеодневники мероприятий ролики для социальных сетей и тд;0;0
цветокоррекция отснятого материала;0;1
обработка звука голос аудиодорожка сведение звука саунддизайн;0;1
формирование архива видеоматериалов;0;1
организация и координация работ по охране труда и технике безопасности контроль за соблюдением в структурных подразделениях предприятия законодательных и нормативных актов по охране труда и технике безопасности на ванкорском участке разработка и реализация мероприятий по предупреждению профессиональных заболеваний и несчастных случаев на производстве по улучшению условий труда и доведению их до требований нормативных правовых актов по охране труда разработка инструкций и положений по технике безопасности и охране труда проведение всех видов медосмотров обучение от и тб работников предприятия проведение инструктажей по охране труда и технике безопасности пропаганда знаний по от и тб взаимодействие с контролирующими органами;0;0
работа с банком по разнесению оплат на лицевые счета;0;0
выгрузки реестров в банки;0;0
прием платежей;0;1
размещение информации на портале гис жкх выгрузка данных отслеживание изменений контроль за раскрытием информации;0;1
работа в секторе bb и bc;0;0
работа со входящими заявками и потенциальными клиентами;0;1
ведение переговоров с заказчиками;0;1
работа в амо crm;0;0
нормирование труда анализ состояния организации и нормирования труда с целью повышения производительности труда;0;0
участие в подготовке локальных нормативных и организационно распорядительных документов в области оплаты труда мотивации работников увеличения зон обслуживания и объема выполняемых работ;0;0
контроль за соблюдением штатной дисциплины расходованием фонда оплаты труда правильностью установления наименования должностей и профессий применением тарифных ставок и расценок окладов доплат надбавок и коэффициентов к заработной плате за тарификацией работ и установлением разрядов;0;0
контроль соблюдения режима труда и отдыха;0;0
оказание методической и консультационной помощи работникам в вопросах оплаты труда и мотивации;0;0
изготовление и монтаж объмных букв световых коробов и тд;0;0
брендирование автотранспорта и тд;0;0
накатка пленки и тд;0;0
монтаж рекламных конструкций баннеров и тд;0;0
работа в ресторане отеля quotремезовquot ;0;0
изготовление печеных изделий пирожных тортов и тд;0;0
установка бутылей литров на линию розлива;0;0
контроль розлива питьевой воды в бутылки;0;0
снятие полных бутылок с линии;0;0
транспортировка товара в пределах склада;0;0
контроль качества конечной продукции;0;0
техническое обслуживание мультимедийного оборудования ;0;0
подготовка мультимедийного контента для соревнований и нужд учреждения;0;0
помощь в администрировании компьютерной и периферийной техники;0;0
работы на базе цпи с оборудованием кип и а;0;0
подготовка и ремонт оборудования к выполнению работ;0;0
комплектация полевых отрядов оборудованием в части кип и а связи;0;0
согласно требования;0;0
участие в формировании штатного состава кц подбор собеседование обучение и адаптация;0;0
составление графика работы операторов кц обеспечение планового количества операторов в смену;0;0
регулярный контроль качества работы операторов ;0;0
регулярная помощь операторам в решении вопросов клиентов;0;0
регулярный контроль соблюдения дисциплины операторами ;0;0
участие в разработке и внедрение мотивации для сотрудников;0;0
разработка скриптов для специалистов диспетчерской службы;0;0
обеспечение актуальной информации для операторов взаимодействие со структурными подразделениями компании;0;0
планирование и реализация мероприятий по мотивации развитию обучению и удержанию сотрудников;0;0
при необходимости самостоятельный прием и обработка обращений;1;1
работа в собственной программе crm;0;0
проведение инвентаризаций;0;0
выкладка товара в интернет магазин;0;0
занесение товара в программу;0;1
заказ товара;0;1
контроль работы персонала ;0;0
проведение анализа товара ;0;1
решать организационно хозяйственные вопросы;0;0
прием проверка и передача первичных учетных документов от заказчика в учетные подразделения ооо рнучет в соответствии с графиком документооборота;0;1
подбор и подшивка оригиналов счетовфактур к реестрам полученных и выданных счетовфактур и первичных учтных документов к оборотносальдовым ведомостямреестрамотчетам с организацией последующей передачи подобранных документов в архив временного хранения общества;0;0
формировать электронный архив первичных документов заказчиков на специальном сетевом ресурсе в тч формирование электронного архива путем загрузки электронных документов из системы диадок;1;1
участвовать в сопровождении внешних и внутренних проверок участвовать в проведении плановых инвентаризаций по обслуживаемым заказчикам ;0;0
участвовать в разработке нормативнорегулирующих документов общества;0;0
active directory продвинутый уровень работа с почтовым серверомvipnet сети базовое понимание работысервер касперского базовая настройка отслеживание обновлений реагирование на инциденты;0;0
работа с кассой кассовые операции и отчетность;0;0
соблюдение правила ротации при продаже проведение инвентаризаций;0;0
консультирование покупателей;1;1
погрузоразгрузочные работы;0;0
текущий обслуживание технике;0;0
выполнение заданий по выпуску продукции;0;0
ведение с пульта управления технологического процесса изготовления продукции;0;0
контроль качества сырья а так же изготавливаемых изделий;0;0
текущий ремонт и обслуживание оборудования;0;0
выполнять анализы нефти нефтепродуктов проб газов;0;0
количественный анализ проб воды реагентов почвы;0;0
осуществлять контроль газовоздушной среды;0;0
проведение технического обслуживания оборудования;0;0
приготовление рабочих и титрованных растворов;0;0
осуществлять подготовку пробоотборников и тары для отбора проб лабораторную посуду для проведения анализов;0;0
подготавливать оборудование к проведению экспериментов;0;0
обеспечивать эффективную и правильную эксплуатацию лабораторного оборудования;0;0
оформлять результаты анализов;1;1
руководство строительством на вверенном участке;0;0
контроль за исполнением сотрудниками требований промышленной пожарной безопасности и охраны труда на объекте;0;0
планирование работ контроль качества и выполнения заданий по сдаче объемов работ в установленные сроки заполнение журналов производства работ;0;0
контроль выполнения работ монтажными бригадами и подрядными организациями;0;0
взаимодействие с заказчиком решение возникающих производственных вопросов участие в сдаче объекта в эксплуатацию;0;0
формирование заявок на тмц входной контроль прим учет и хранение ;1;1
работа в бригаде горизонтальнонаправленного бурения;0;0
монтаж демонтаж перемещение подготовка к работе установка и регулирование бурового оборудования планировка и расчистка площадки для его установки;0;0
спускоподъемные работы наращивание штанг извлечение труб расширителей;0;0
грунтовкапокраска зачистка алюминиевых изделий;0;0
покраска лодок;0;0
своевременно и качественно выполнять заявки на аварийновосстановительные работы;0;0
проведение технического обслуживания аварийновосстановительных работ ремонтнонастроечных и ремонтновосстановительных работ плановопрофилактических работ работ по модернизации и строительству на оборудовании операторов связиантенномачтовых сооружений антенных конструкций охраннопожарной сигнализациисистемы пожаротушения электропитающих установок оборудования транспортной сетисистем климатконтроля базовых станций;0;0
осуществлять контроль за состоянием на оборудовании операторов связи;0;0
обработка и изготовление деталей;0;0
качественное выполнение поставленных задач;0;0
поддержание чистоты на рабочем месте;0;0
своевременное выполнение;0;0
следить за техническим состоянием автомобиля;0;
осуществление профессионального вождения автомобиля кат д урал вахтовка;0;
знание и обеспечение правил дорожного движения;0;
посещение розничных торговых точек согласно маршрутному листу сбор и анализ информации обратной связи от клиентов;1;
согласование увеличения ассортимента улучшение выкладки во время визитов;0;
консультация о продукте и аксессуарах;0;
размещение рекламных материалов и запуск промоактивностей;0;
фотография и заполнение опросных листов;0;
верстка печатной продукции по готовым шаблонам ;0;
печать готовых материалов на печатной машине плоттере;0;
постпечатная обработка ;0;
копирование материалов на печатной машине;0;
монтаж кипиа;0;
монтаж и демонтаж электрических схем контрольноизмерительных приборов;0;
подключение и настройка контроллеров управления;0;
коммуникация с представителями заказчика;0;
ведение технической документации;0;
поиск новых клиентов возвращение ушедших ;0;
активные продажи и продвижение ассортимента ;0;
хорошее знание предлагаемого ассортимента товаров;0;
ведение переговоров презентаций;0;
увеличение представленности собственных торговых марок у активной клиентской базы;0;
своевременная проверка качества поступающих в производство сырья ;0;
анализ данных полученных по результатам контроля;1;
оформление и выдача заключений контроль за состоянием и безопасной эксплуатации оборудования метрологический учет оборудования;0;
поддержка и развитие итинфраструктуры;0;
администрирование поддержка обновление рабочих мест пользователей ос windows и прикладного по;0;
техническая поддержка и консультирование сотрудников компании по работе с офисной и компьютерной техникой;0;
обслуживание баз с сопровождение обновление настройка;0;
администрирование битрикс;0;
администрирование и поддержка ipтелефонии ;0;
обеспечение бесперебойной работы офисной техники серверов компании связи ;0;
администрирование активного сетевого оборудования маршрутизаторы wifi точки доступа;0;
обслуживание оргтехники ;0;
обеспечивать выполнение плана строительномонтажных работ на участке в соответствии с рабочими чертежами проектом производства работ производственным планом и нормативными документами;0;
работа с проектной документацией подсчет объемов и контроль качества выполненных работ ведение необходимой документации;0;
составлять заявки на материал и оборудование контролировать поставки и учет;0;
составлять план графиков работ вести рабочие журналы;0;
производить контроль и координацию общестроительных работ;0;
установка и настройка программного обеспечения на пк;0;
сопровождение пользователей;0;
прокладка сетевых кабелей;0;
работа по обслуживанию города тюмени;0;
полив доставка цветов зелени грунта вывоз снега в зимний период и др;0;
продажа услуг компании составление коммерческих предложений;1;
поиск клиентов налаживание связей;0;
поиск и участие в тендерных процедурах подготовка документов к тендерным процедурам;0;
реализация тендерных заявок;0;
увеличение объема оказываемых услуг внешним клиентам;0;
проведение анализа конкурентоспособности предложений компании в регионе;0;
подготовка презентаций встреч с клиентами участие в переговорах;0;
формирование клиентской базы своевременное внесение в нее изменений;0;
изучение и анализ политики конкурентов во взаимоотношениях с клиентами;0;
работа по расширению акб анализ существующих клиентов и рынка определение целевых клиентов налаживание отношений ;0;
организация договорной работы и документооборота по сделкам;0;
организация ресурсов на проекте привлечение дополнительных ресурсов ;0;
курирование вверенных договоров;0;
контроль наличия дебиторской и кредиторской задолженности по курируемым договорам;0;
обслуживание нескольких станков токарные фрезерные сверлильные данная вакансия с обучением примем на работу у кого был минимальных опыт работы в металлообработке деревообработке;0;
акт сверки с контрагентами;0;
возврат излишне перечисленных или ошибочно перечисленных денежных средств;0;
уточнение кассовых поступлений по доходному и временному счету;0;
загрузка из гиис эб в мад асбубо платжных поручений;0;
ежемесячная сверка поступлений в федеральный бюджет ;0;
квартальная полугодовая годовая отчтность в разрезе доходов федерального бюджета;0;
квотирование кассовых поступлений с начислениями;0;
выполнение назначений врача;0;
забор крови для анализов;0;
снятие экг;0;
ведение кадрового документооборота ;0;
подбор персонала рабочий персонал;0;
составление и сдача кадровой отчетности;1;
ведение журналов по охране труда и технике безопасности;0;
прием и распределение телефонных звонков;1;
отправкарегистрация корреспонденции;0;
материальнотехническое обеспечение офиса;0;
работа с дизайнерами ;0;
архивирование документов;0;
администрирование сайта компании;0;
заказ спецодежды;0;
выполнение прочих поручений руководителя;0;
отрисовка макетов сайта в figma ;0;
анализ визуала конкурентов;0;
разработка прототипов с учетом uxui;0;
знание офисных компьютерных программ документооборота;0;
умение работать с crm;0;
грамотная речь;0;
владение техникой ведения телефонных переговоров этапов продаж;0;
монтаж и демонтаж наружной рекламы;0;
ведение технологических процессов ;0;
контроль всех параметров технологических процессов согласно инструкциям регламентам и сменным заданиям;0;
проработка задач связанных с договорной работой изучение проверка обсуждение условий и составление соглашений с поставщиками компании при необходимости;0;
изучение и составление соглашений с клиентами компании или иными контрагентами в том числе для предоставления продуктов и или услуг компании;0;
составление и передача исключения к тендерным документам и запросам цен;0;
организация строительных работ на объекте контроль за ходом выполнения работ;0;
участие в производственных совещаниях приемочных комиссиях;0;
взаимодействие с контролирующими согласующими инстанциями;0;
разработка планов и календарных графиков производства работ;0;
исполнение бюджета проекта;0;
подготовка приемосдаточной документации;0;
работа с персоналом на объекте;0;
организовывает учебновоспитательную работуосуществляет планирование и учет работы клубных формированийучаствует в подготовке и проведении культурнодосуговых мероприятий;0;
ремонт автомобилей;0;
помощь мастеру в ремонте авто;0;
обработка входящих обращений от потенциальных заказчиков;1;
работа с клиентской базой поддержание развитие поиск новых клиентов ;0;
подбор и продажа кровельных и фасадных материалов в соответствии с пожеланиями заказчика;0;
работа с клиентами а также с дизайнерами и строителями ;0;
выполнение плана продаж;0;
ведение переговоров заключение сделки;0;
разработка коммерческого предложения под запросы клиента;0;
консультирование клиентов по материалам расчет заказов;1;
сопровождение клиента от момента обращения в компанию до завершения сделки;0;
ведение внутренней отчетности;0;
ведение исполнительной документации работа с проектом работа с формами кс кс м расчт объмов работ по проекту и дефектным ведомостям;0;
